Frequency (Hz)	|	Gain (dB)
926.000000	|	-7.457067
927.000000	|	-7.456546
928.000000	|	-7.448209
929.000000	|	-7.444040
930.000000	|	-7.443519
931.000000	|	-7.443389
932.000000	|	-7.443381
933.000000	|	-7.443381
934.000000	|	-7.443381
935.000000	|	-7.443381
936.000000	|	-7.443381
937.000000	|	-7.443381
938.000000	|	-7.443381
939.000000	|	-7.443381
940.000000	|	-7.443381
941.000000	|	-7.443383
942.000000	|	-7.443533
943.000000	|	-7.448323
944.000000	|	-7.524970
945.000000	|	-7.563267
946.000000	|	-7.582415
947.000000	|	-7.601563
948.000000	|	-7.603956
949.000000	|	-7.605152
950.000000	|	-7.605226
951.000000	|	-7.605245
952.000000	|	-7.605254
953.000000	|	-7.605255
954.000000	|	-7.605256
955.000000	|	-7.605257
956.000000	|	-7.605257
957.000000	|	-7.605257
958.000000	|	-7.605258
959.000000	|	-7.605258
960.000000	|	-7.605263
961.000000	|	-7.605288
962.000000	|	-7.605300
963.000000	|	-7.605353
964.000000	|	-7.605405
965.000000	|	-7.605617
966.000000	|	-7.606465
967.000000	|	-7.606889
968.000000	|	-7.608584
969.000000	|	-7.662851
970.000000	|	-7.771521
971.000000	|	-8.206202
972.000000	|	-8.231803
973.000000	|	-8.283003
974.000000	|	-8.308604
975.000000	|	-8.647327
976.000000	|	-8.656968
977.000000	|	-8.676250
978.000000	|	-8.685892
979.000000	|	-8.685988
980.000000	|	-8.686085
981.000000	|	-8.688673
982.000000	|	-8.688996
983.000000	|	-8.689001
984.000000	|	-8.689002
985.000000	|	-8.689002
986.000000	|	-8.689002
987.000000	|	-8.689002
988.000000	|	-8.689002
989.000000	|	-8.689002
990.000000	|	-8.689002
991.000000	|	-8.689002
992.000000	|	-8.689002
993.000000	|	-8.689001
994.000000	|	-8.688999
995.000000	|	-8.687816
996.000000	|	-8.678348
997.000000	|	-8.647856
998.000000	|	-8.642133
999.000000	|	-8.640015
1000.000000	|	-8.639327
1001.000000	|	-8.638639
1002.000000	|	-8.621298
1003.000000	|	-8.586616
1004.000000	|	-8.569275
1005.000000	|	-8.495326
1006.000000	|	-7.853043
1007.000000	|	-7.210760
1008.000000	|	-6.889619
1009.000000	|	-6.729048
1010.000000	|	-6.648763
1011.000000	|	-6.628707
1012.000000	|	-6.626207
1013.000000	|	-6.621205
1014.000000	|	-6.620900
1015.000000	|	-6.620881
1016.000000	|	-6.620879
1017.000000	|	-6.620879
1018.000000	|	-6.620879
1019.000000	|	-6.620879
1020.000000	|	-6.620879
1021.000000	|	-6.620879
1022.000000	|	-6.620879
1023.000000	|	-6.620879
1024.000000	|	-6.620879
1025.000000	|	-6.620879
1026.000000	|	-6.620880
1027.000000	|	-6.620882
1028.000000	|	-6.620917
1029.000000	|	-6.621016
1030.000000	|	-6.621216
1031.000000	|	-6.622015
1032.000000	|	-6.634971
1033.000000	|	-6.738697
1034.000000	|	-6.946172
1035.000000	|	-8.128697
1036.000000	|	-8.214800
1037.000000	|	-8.300902
1038.000000	|	-8.327471
1039.000000	|	-8.340629
1040.000000	|	-8.347144
1041.000000	|	-8.347225
1042.000000	|	-8.347225
1043.000000	|	-8.347225
1044.000000	|	-8.347225
1045.000000	|	-8.347225
1046.000000	|	-8.347225
1047.000000	|	-8.347225
1048.000000	|	-8.347225
1049.000000	|	-8.347225
1050.000000	|	-8.347225
1051.000000	|	-8.347225
1052.000000	|	-8.346930
1053.000000	|	-8.345741
1054.000000	|	-8.345147
1055.000000	|	-8.342049
1056.000000	|	-8.329494
1057.000000	|	-8.323216
1058.000000	|	-8.298045
1059.000000	|	-8.195793
